locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPPMDLJL_04134	CDS	525	nphA2	1.5.1.36		NADH-dependent flavin reductase
BPPMDLJL_04135	CDS	429	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
BPPMDLJL_04136	CDS	576	yceD_2		COG2310	General stress protein 16U
BPPMDLJL_04137	CDS	177				hypothetical protein
BPPMDLJL_04138	CDS	855				hypothetical protein
BPPMDLJL_04139	CDS	417				hypothetical protein
BPPMDLJL_04140	CDS	957				hypothetical protein
BPPMDLJL_04141	CDS	924				IS630 family transposase ISBj5
BPPMDLJL_04142	CDS	1389				hypothetical protein
BPPMDLJL_04143	CDS	501				hypothetical protein
BPPMDLJL_04144	CDS	744				hypothetical protein
BPPMDLJL_04145	CDS	1170				hypothetical protein
BPPMDLJL_04146	CDS	990		1.3.1.103		2-haloacrylate reductase
BPPMDLJL_04147	CDS	1500	efpA_8			putative MFS-type transporter EfpA
BPPMDLJL_04148	CDS	474				hypothetical protein
BPPMDLJL_04149	CDS	1416	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BPPMDLJL_04150	CDS	627				hypothetical protein
BPPMDLJL_04151	CDS	894				hypothetical protein
BPPMDLJL_04152	tRNA	79				tRNA-Thr(tgt)
BPPMDLJL_04153	CDS	1137	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
BPPMDLJL_04154	CDS	459				hypothetical protein
BPPMDLJL_04155	CDS	732	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BPPMDLJL_04156	CDS	1704				hypothetical protein
BPPMDLJL_04157	CDS	942		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
BPPMDLJL_04158	CDS	1404	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BPPMDLJL_04159	CDS	525	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
BPPMDLJL_04160	CDS	753	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
BPPMDLJL_04161	CDS	483	carD		COG1329	RNA polymerase-binding transcription factor CarD
BPPMDLJL_04162	CDS	663				hypothetical protein
BPPMDLJL_04163	CDS	681	regX3_3		COG0745	Sensory transduction protein regX3
BPPMDLJL_04164	CDS	1278	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
BPPMDLJL_04165	CDS	690	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
BPPMDLJL_04166	CDS	153				hypothetical protein
BPPMDLJL_04167	CDS	1023	yhdN_2	1.1.1.-	COG0667	Aldo-keto reductase YhdN
BPPMDLJL_04168	CDS	939	rhaS_2			HTH-type transcriptional activator RhaS
BPPMDLJL_04169	CDS	1308	mdtH			Multidrug resistance protein MdtH
BPPMDLJL_04170	CDS	762	gpmA_2	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BPPMDLJL_04171	CDS	180				hypothetical protein
BPPMDLJL_04172	CDS	1317			COG0582	Putative prophage phiRv2 integrase
BPPMDLJL_04173	CDS	240				hypothetical protein
BPPMDLJL_04174	CDS	1368				hypothetical protein
BPPMDLJL_04175	CDS	252				hypothetical protein
BPPMDLJL_04176	CDS	195				hypothetical protein
BPPMDLJL_04177	CDS	192				hypothetical protein
BPPMDLJL_04178	CDS	630				hypothetical protein
BPPMDLJL_04179	CDS	1296				hypothetical protein
BPPMDLJL_04180	CDS	357				hypothetical protein
BPPMDLJL_04181	CDS	789	mngR_3		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
BPPMDLJL_04182	CDS	432				hypothetical protein
BPPMDLJL_04183	CDS	435				hypothetical protein
BPPMDLJL_04184	CDS	393				hypothetical protein
BPPMDLJL_04185	CDS	1179	pknD_6	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_04186	CDS	897				hypothetical protein
BPPMDLJL_04187	CDS	162				hypothetical protein
BPPMDLJL_04188	CDS	435				hypothetical protein
BPPMDLJL_04189	CDS	561				hypothetical protein
BPPMDLJL_04190	CDS	1008				hypothetical protein
BPPMDLJL_04191	CDS	510				hypothetical protein
BPPMDLJL_04192	CDS	582				hypothetical protein
BPPMDLJL_04193	CDS	345				hypothetical protein
BPPMDLJL_04194	CDS	798				hypothetical protein
BPPMDLJL_04195	CDS	1767				hypothetical protein
BPPMDLJL_04196	CDS	492				putative protein
BPPMDLJL_04197	CDS	1338	mshA_6	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
BPPMDLJL_04198	CDS	819				hypothetical protein
BPPMDLJL_04199	CDS	1092				hypothetical protein
BPPMDLJL_04200	CDS	1329				hypothetical protein
BPPMDLJL_04201	CDS	342				hypothetical protein
BPPMDLJL_04202	CDS	603				hypothetical protein
BPPMDLJL_04203	CDS	477				hypothetical protein
BPPMDLJL_04204	CDS	348				hypothetical protein
BPPMDLJL_04205	CDS	1110	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
BPPMDLJL_04206	CDS	378				hypothetical protein
BPPMDLJL_04207	CDS	2046				hypothetical protein
BPPMDLJL_04208	CDS	615				hypothetical protein
BPPMDLJL_04209	CDS	969		1.3.1.103		2-haloacrylate reductase
BPPMDLJL_04210	CDS	2238	thiK_2	2.7.1.89		Thiamine kinase
BPPMDLJL_04211	CDS	753	gph_5	3.1.3.18		Phosphoglycolate phosphatase
BPPMDLJL_04212	CDS	852				hypothetical protein
BPPMDLJL_04213	CDS	189				hypothetical protein
BPPMDLJL_04214	CDS	834				hypothetical protein
BPPMDLJL_04215	CDS	1257	eis_1	2.3.1.-		N-acetyltransferase Eis
BPPMDLJL_04216	CDS	990				hypothetical protein
BPPMDLJL_04217	CDS	537				hypothetical protein
BPPMDLJL_04218	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BPPMDLJL_04219	CDS	966	gcvT_2	2.1.2.10		Aminomethyltransferase
BPPMDLJL_04220	CDS	435	fur		COG0735	Ferric uptake regulation protein
BPPMDLJL_04221	CDS	576				hypothetical protein
BPPMDLJL_04222	CDS	99				hypothetical protein
BPPMDLJL_04223	CDS	846				hypothetical protein
BPPMDLJL_04224	CDS	870				hypothetical protein
BPPMDLJL_04225	CDS	576				hypothetical protein
BPPMDLJL_04226	CDS	168				hypothetical protein
BPPMDLJL_04227	CDS	363				hypothetical protein
BPPMDLJL_04228	CDS	135				hypothetical protein
BPPMDLJL_04229	CDS	261				hypothetical protein
BPPMDLJL_04230	CDS	288	sseC2			putative protein
BPPMDLJL_04231	CDS	840		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
BPPMDLJL_04232	CDS	744				hypothetical protein
BPPMDLJL_04233	CDS	1203				hypothetical protein
BPPMDLJL_04234	CDS	255				hypothetical protein
BPPMDLJL_04235	CDS	894				hypothetical protein
BPPMDLJL_04236	CDS	810				hypothetical protein
BPPMDLJL_04237	CDS	1044	ccpA_3		COG1609	Catabolite control protein A
BPPMDLJL_04238	CDS	1764				hypothetical protein
BPPMDLJL_04239	CDS	1212				hypothetical protein
BPPMDLJL_04240	CDS	207				hypothetical protein
BPPMDLJL_04241	CDS	732	mprA_2		COG0745	Response regulator MprA
BPPMDLJL_04242	CDS	1485	mprB_1	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase MprB
BPPMDLJL_04243	CDS	207				hypothetical protein
BPPMDLJL_04244	CDS	834				hypothetical protein
BPPMDLJL_04245	CDS	339				hypothetical protein
BPPMDLJL_04246	CDS	297				hypothetical protein
BPPMDLJL_04247	CDS	1674	mviN		COG0728	putative peptidoglycan biosynthesis protein MviN
BPPMDLJL_04248	CDS	1806		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BPPMDLJL_04249	CDS	126				hypothetical protein
BPPMDLJL_04250	CDS	135				hypothetical protein
BPPMDLJL_04251	CDS	1293				hypothetical protein
BPPMDLJL_04252	CDS	1812			COG0737	Cell wall protein
BPPMDLJL_04253	CDS	927	mshD_5	2.3.1.189	COG0456	Mycothiol acetyltransferase
BPPMDLJL_04254	CDS	321				hypothetical protein
BPPMDLJL_04255	CDS	1572				hypothetical protein
BPPMDLJL_04256	CDS	867	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
BPPMDLJL_04257	CDS	207				hypothetical protein
BPPMDLJL_04258	CDS	858				hypothetical protein
BPPMDLJL_04259	CDS	540	sigE_3		COG1595	ECF RNA polymerase sigma factor SigE
BPPMDLJL_04260	CDS	387				hypothetical protein
BPPMDLJL_04261	CDS	918		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
BPPMDLJL_04262	CDS	942				hypothetical protein
BPPMDLJL_04263	CDS	969				hypothetical protein
BPPMDLJL_04264	CDS	2367	ppk	2.7.4.1	COG0855	Polyphosphate kinase
BPPMDLJL_04265	CDS	1083				hypothetical protein
BPPMDLJL_04266	CDS	414	mutT1	3.6.1.55	COG0406	putative 8-oxo-dGTP diphosphatase 1
BPPMDLJL_04267	CDS	1122	pstS3		COG0226	Phosphate-binding protein PstS 3
BPPMDLJL_04268	CDS	1008	pstC2		COG0573	Phosphate transport system permease protein PstC 2
BPPMDLJL_04269	CDS	1062	pstA1		COG0581	Phosphate transport system permease protein PstA 1
BPPMDLJL_04270	CDS	855	pstB1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
BPPMDLJL_04271	CDS	999				hypothetical protein
BPPMDLJL_04272	CDS	621				hypothetical protein
BPPMDLJL_04273	CDS	357				hypothetical protein
BPPMDLJL_04274	CDS	186				hypothetical protein
BPPMDLJL_04275	CDS	834				hypothetical protein
BPPMDLJL_04276	CDS	1578	yvdP_2	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
BPPMDLJL_04277	CDS	699				hypothetical protein
BPPMDLJL_04278	CDS	1002				hypothetical protein
BPPMDLJL_04279	CDS	1677	pknD_7	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_04280	CDS	756				hypothetical protein
BPPMDLJL_04281	CDS	432				hypothetical protein
BPPMDLJL_04282	CDS	885				hypothetical protein
BPPMDLJL_04283	CDS	201				hypothetical protein
BPPMDLJL_04284	CDS	246				hypothetical protein
BPPMDLJL_04285	CDS	375				hypothetical protein
BPPMDLJL_04286	CDS	276				hypothetical protein
BPPMDLJL_04287	CDS	252				hypothetical protein
BPPMDLJL_04288	CDS	618				hypothetical protein
BPPMDLJL_04289	CDS	903				hypothetical protein
BPPMDLJL_04290	CDS	231				hypothetical protein
BPPMDLJL_04291	CDS	2325				hypothetical protein
BPPMDLJL_04292	CDS	390				hypothetical protein
BPPMDLJL_04293	CDS	315				hypothetical protein
BPPMDLJL_04294	CDS	333				hypothetical protein
BPPMDLJL_04295	CDS	309				hypothetical protein
BPPMDLJL_04296	CDS	852				hypothetical protein
BPPMDLJL_04297	CDS	1335				hypothetical protein
BPPMDLJL_04298	CDS	1560				hypothetical protein
BPPMDLJL_04299	CDS	1425				hypothetical protein
BPPMDLJL_04300	CDS	1629				hypothetical protein
BPPMDLJL_04301	CDS	546	mshD_6	2.3.1.189		Mycothiol acetyltransferase
BPPMDLJL_04302	rRNA	111				5S ribosomal RNA
BPPMDLJL_04303	rRNA	3118				23S ribosomal RNA
BPPMDLJL_04304	rRNA	1523				16S ribosomal RNA
BPPMDLJL_04305	CDS	549				hypothetical protein
BPPMDLJL_04306	CDS	1260				hypothetical protein
BPPMDLJL_04307	CDS	816	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BPPMDLJL_04308	CDS	1650				hypothetical protein
BPPMDLJL_04309	CDS	1365		1.6.99.-	COG1252	NADH dehydrogenase-like protein
BPPMDLJL_04310	CDS	759				hypothetical protein
BPPMDLJL_04311	CDS	3378				hypothetical protein
BPPMDLJL_04312	CDS	2082				hypothetical protein
BPPMDLJL_04313	CDS	189				hypothetical protein
BPPMDLJL_04314	CDS	1425				55.5 kDa and 49.5 kDa sporulation proteins
BPPMDLJL_04315	CDS	1212	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
BPPMDLJL_04316	CDS	873	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
BPPMDLJL_04317	CDS	1362				hypothetical protein
BPPMDLJL_04318	CDS	945	yajO_7	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BPPMDLJL_04319	CDS	1044				hypothetical protein
BPPMDLJL_04320	tRNA	75				tRNA-Met(cat)
BPPMDLJL_04321	CDS	1131				hypothetical protein
BPPMDLJL_04322	CDS	501				hypothetical protein
BPPMDLJL_04323	CDS	708	ribA_2	3.5.4.25		GTP cyclohydrolase-2
BPPMDLJL_04324	CDS	315				hypothetical protein
BPPMDLJL_04325	tRNA	75				tRNA-Lys(ttt)
BPPMDLJL_04326	CDS	1536				hypothetical protein
BPPMDLJL_04327	CDS	2181	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
BPPMDLJL_04328	CDS	1305				hypothetical protein
BPPMDLJL_04329	CDS	342				hypothetical protein
BPPMDLJL_04330	CDS	1638				hypothetical protein
BPPMDLJL_04331	tRNA	74				tRNA-Glu(ttc)
BPPMDLJL_04332	tRNA	76				tRNA-Asp(gtc)
BPPMDLJL_04333	tRNA	75				tRNA-Phe(gaa)
BPPMDLJL_04334	CDS	324				hypothetical protein
BPPMDLJL_04335	CDS	3978				hypothetical protein
BPPMDLJL_04336	tRNA	76				tRNA-Asp(gtc)
BPPMDLJL_04337	CDS	192				hypothetical protein
BPPMDLJL_04338	CDS	207				hypothetical protein
BPPMDLJL_04339	CDS	846				hypothetical protein
BPPMDLJL_04340	CDS	1086	vdh	1.4.1.23	COG0334	Valine dehydrogenase
BPPMDLJL_04341	CDS	252				hypothetical protein
BPPMDLJL_04342	CDS	1095	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BPPMDLJL_04343	CDS	1527	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BPPMDLJL_04344	CDS	876				hypothetical protein
BPPMDLJL_04345	CDS	798				hypothetical protein
BPPMDLJL_04346	CDS	2259	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
BPPMDLJL_04347	CDS	705	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
BPPMDLJL_04348	CDS	267	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
BPPMDLJL_04349	CDS	318	lsr2_1			Nucleoid-associated protein Lsr2
BPPMDLJL_04350	tRNA	76				tRNA-Gly(gcc)
BPPMDLJL_04351	CDS	1014	drrA_5	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BPPMDLJL_04352	CDS	780				hypothetical protein
BPPMDLJL_04353	CDS	1257				hypothetical protein
BPPMDLJL_04354	CDS	648	desR_2		COG2197	Transcriptional regulatory protein DesR
BPPMDLJL_04355	tRNA	76				tRNA-Gly(gcc)
BPPMDLJL_04356	CDS	900	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BPPMDLJL_04357	CDS	1545				hypothetical protein
BPPMDLJL_04358	CDS	1956				hypothetical protein
BPPMDLJL_04359	CDS	1254	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
BPPMDLJL_04360	CDS	2613				hypothetical protein
BPPMDLJL_04361	tRNA	88				tRNA-Ser(gga)
BPPMDLJL_04362	CDS	2694				hypothetical protein
BPPMDLJL_04363	CDS	1599				hypothetical protein
BPPMDLJL_04364	CDS	2016				hypothetical protein
BPPMDLJL_04365	CDS	204	scoF_3		COG1278	Cold shock protein ScoF
BPPMDLJL_04366	CDS	1509	deaD_2	3.6.4.13		ATP-dependent RNA helicase DeaD
BPPMDLJL_04367	CDS	297				hypothetical protein
BPPMDLJL_04368	CDS	315				hypothetical protein
BPPMDLJL_04369	CDS	1590	mprB_2	2.7.13.3	COG0642	Signal transduction histidine-protein kinase/phosphatase MprB
BPPMDLJL_04370	CDS	711	mprA_3			Response regulator MprA
BPPMDLJL_04371	CDS	1194				hypothetical protein
BPPMDLJL_04372	CDS	1290				hypothetical protein
BPPMDLJL_04373	CDS	1179				hypothetical protein
BPPMDLJL_04374	CDS	759				hypothetical protein
BPPMDLJL_04375	CDS	1287				hypothetical protein
BPPMDLJL_04376	CDS	357				hypothetical protein
BPPMDLJL_04377	CDS	1911				hypothetical protein
BPPMDLJL_04378	CDS	408	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
BPPMDLJL_04379	CDS	480				hypothetical protein
BPPMDLJL_04380	CDS	615				hypothetical protein
BPPMDLJL_04381	CDS	2208	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
BPPMDLJL_04382	CDS	627				hypothetical protein
BPPMDLJL_04383	CDS	669				hypothetical protein
BPPMDLJL_04384	CDS	339				hypothetical protein
BPPMDLJL_04385	CDS	141				hypothetical protein
BPPMDLJL_04386	CDS	1593				hypothetical protein
BPPMDLJL_04387	CDS	297				hypothetical protein
BPPMDLJL_04388	CDS	654				hypothetical protein
BPPMDLJL_04389	CDS	636	upp	2.4.2.9		Uracil phosphoribosyltransferase
BPPMDLJL_04390	CDS	183				hypothetical protein
BPPMDLJL_04391	CDS	552				hypothetical protein
BPPMDLJL_04392	CDS	624	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
BPPMDLJL_04393	tRNA	86				tRNA-Ser(cga)
BPPMDLJL_04394	CDS	309				hypothetical protein
BPPMDLJL_04395	CDS	924	xerC_8			Tyrosine recombinase XerC
BPPMDLJL_04396	CDS	234				hypothetical protein
BPPMDLJL_04397	CDS	180				hypothetical protein
BPPMDLJL_04398	CDS	294				hypothetical protein
BPPMDLJL_04399	CDS	990	fliA_2			RNA polymerase sigma factor FliA
BPPMDLJL_04400	CDS	924	rpoS			RNA polymerase sigma factor RpoS
BPPMDLJL_04401	CDS	279				hypothetical protein
BPPMDLJL_04402	CDS	201				hypothetical protein
BPPMDLJL_04403	CDS	516				hypothetical protein
BPPMDLJL_04404	CDS	2562	mdtD_2			Putative multidrug resistance protein MdtD
BPPMDLJL_04405	CDS	822	yceI_3			Protein YceI
BPPMDLJL_04406	CDS	471				hypothetical protein
BPPMDLJL_04407	CDS	771				hypothetical protein
BPPMDLJL_04408	CDS	1572	qacA_4		COG0477	Antiseptic resistance protein
BPPMDLJL_04409	CDS	2250				hypothetical protein
BPPMDLJL_04410	CDS	1542				hypothetical protein
BPPMDLJL_04411	CDS	1620	tcrY_3	2.7.13.3		putative sensor histidine kinase TcrY
BPPMDLJL_04412	CDS	753	tcrX_5		COG0745	putative transcriptional regulatory protein TcrX
BPPMDLJL_04413	CDS	966				hypothetical protein
BPPMDLJL_04414	CDS	240	yqjZ		COG2329	putative protein YqjZ
BPPMDLJL_04415	CDS	792				hypothetical protein
BPPMDLJL_04416	CDS	372				hypothetical protein
BPPMDLJL_04417	CDS	405				hypothetical protein
BPPMDLJL_04418	tRNA	74				tRNA-Arg(acg)
BPPMDLJL_04419	tRNA	92				tRNA-Ser(gct)
BPPMDLJL_04420	CDS	468				hypothetical protein
BPPMDLJL_04421	CDS	4440				hypothetical protein
BPPMDLJL_04422	CDS	1656	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
BPPMDLJL_04423	CDS	546	sigE_4		COG1595	RNA polymerase sigma-E factor
BPPMDLJL_04424	CDS	1167				hypothetical protein
BPPMDLJL_04425	CDS	396				hypothetical protein
BPPMDLJL_04426	CDS	1137		1.3.99.-		Acyl-CoA dehydrogenase FadE27
BPPMDLJL_04427	CDS	951				hypothetical protein
BPPMDLJL_04428	CDS	1290		1.3.99.-		Acyl-CoA dehydrogenase FadE26
BPPMDLJL_04429	CDS	237				hypothetical protein
BPPMDLJL_04430	CDS	918				hypothetical protein
BPPMDLJL_04431	CDS	321				hypothetical protein
BPPMDLJL_04432	CDS	309				hypothetical protein
BPPMDLJL_04433	CDS	435				hypothetical protein
BPPMDLJL_04434	CDS	444			COG3039	IS5 family transposase IS1647
BPPMDLJL_04435	CDS	720				hypothetical protein
BPPMDLJL_04436	CDS	489				hypothetical protein
BPPMDLJL_04437	CDS	1404				hypothetical protein
BPPMDLJL_04438	CDS	309				hypothetical protein
BPPMDLJL_04439	CDS	357				hypothetical protein
BPPMDLJL_04440	CDS	213				hypothetical protein
BPPMDLJL_04441	tRNA	88				tRNA-Ser(tga)
BPPMDLJL_04442	CDS	1419				hypothetical protein
BPPMDLJL_04443	CDS	810	glpQ1	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 1
BPPMDLJL_04444	CDS	567				hypothetical protein
BPPMDLJL_04445	CDS	966				hypothetical protein
BPPMDLJL_04446	CDS	510				hypothetical protein
BPPMDLJL_04447	CDS	666				hypothetical protein
BPPMDLJL_04448	CDS	1512				hypothetical protein
BPPMDLJL_04449	CDS	1458	pepPI	3.4.11.9		Xaa-Pro aminopeptidase 1
BPPMDLJL_04450	CDS	1437	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
BPPMDLJL_04451	CDS	1470				hypothetical protein
BPPMDLJL_04452	CDS	840	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
BPPMDLJL_04453	CDS	999				hypothetical protein
BPPMDLJL_04454	CDS	3180	kptA	2.7.1.-		RNA 2'-phosphotransferase
BPPMDLJL_04455	CDS	459	rsbW_2	2.7.11.1		Serine-protein kinase RsbW
BPPMDLJL_04456	CDS	894				hypothetical protein
BPPMDLJL_04457	CDS	735	ycnI		COG4549	putative protein YcnI
BPPMDLJL_04458	CDS	654				hypothetical protein
BPPMDLJL_04459	CDS	444				hypothetical protein
BPPMDLJL_04460	CDS	2070				hypothetical protein
BPPMDLJL_04461	CDS	1362		1.11.1.19	COG2837	Dye-decolorizing peroxidase
BPPMDLJL_04462	CDS	933	pheA	4.2.1.51	COG0077	Prephenate dehydratase
BPPMDLJL_04463	CDS	1278	serS_2	6.1.1.11	COG0172	Serine--tRNA ligase
BPPMDLJL_04464	CDS	831	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
BPPMDLJL_04465	tRNA	88				tRNA-Ser(gct)
BPPMDLJL_04466	CDS	240				hypothetical protein
BPPMDLJL_04467	CDS	720				hypothetical protein
BPPMDLJL_04468	CDS	912	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BPPMDLJL_04469	CDS	930				hypothetical protein
BPPMDLJL_04470	CDS	963	btuD_15	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BPPMDLJL_04471	CDS	879				hypothetical protein
BPPMDLJL_04472	CDS	1755	ephD_3	1.-.-.-	COG1028	putative oxidoreductase EphD
BPPMDLJL_04473	CDS	888				hypothetical protein
BPPMDLJL_04474	CDS	942				hypothetical protein
BPPMDLJL_04475	CDS	903	fgd_6	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
BPPMDLJL_04476	CDS	888	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
BPPMDLJL_04477	CDS	1707	dosT	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
BPPMDLJL_04478	CDS	3555	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BPPMDLJL_04479	CDS	1005	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
BPPMDLJL_04480	CDS	1509	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
BPPMDLJL_04481	CDS	1080	pat_2	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
BPPMDLJL_04482	CDS	1029	exuR_1		COG1609	putative HTH-type transcriptional repressor ExuR
BPPMDLJL_04483	CDS	1095				hypothetical protein
BPPMDLJL_04484	CDS	864				hypothetical protein
BPPMDLJL_04485	CDS	1806	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
BPPMDLJL_04486	CDS	1188				hypothetical protein
BPPMDLJL_04487	CDS	438	ssgB_5			Sporulation-specific cell division protein SsgB
BPPMDLJL_04488	CDS	714	pobR		COG1414	p-hydroxybenzoate hydroxylase transcriptional activator
BPPMDLJL_04489	CDS	213				hypothetical protein
BPPMDLJL_04490	CDS	318				hypothetical protein
BPPMDLJL_04491	CDS	381				hypothetical protein
BPPMDLJL_04492	CDS	492	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
BPPMDLJL_04493	CDS	1146	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
BPPMDLJL_04494	CDS	906	argP_1			HTH-type transcriptional regulator ArgP
BPPMDLJL_04495	CDS	483				hypothetical protein
BPPMDLJL_04496	CDS	1677	hmp_3	1.14.12.17		Flavohemoprotein
BPPMDLJL_04497	CDS	633				hypothetical protein
BPPMDLJL_04498	CDS	867				hypothetical protein
BPPMDLJL_04499	CDS	420				hypothetical protein
BPPMDLJL_04500	CDS	1209	ydhP_1		COG2814	Inner membrane transport protein YdhP
BPPMDLJL_04501	CDS	459				hypothetical protein
BPPMDLJL_04502	CDS	453	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
BPPMDLJL_04503	CDS	1386	dap_2	3.4.11.19		D-aminopeptidase
BPPMDLJL_04504	CDS	1476				hypothetical protein
BPPMDLJL_04505	CDS	1338	yeeO_2		COG0534	putative FMN/FAD exporter YeeO
BPPMDLJL_04506	CDS	447	rplI		COG0359	50S ribosomal protein L9
BPPMDLJL_04507	CDS	237	rpsR1_1		COG0238	30S ribosomal protein S18 1
BPPMDLJL_04508	CDS	609	ssb2		COG0629	Single-stranded DNA-binding protein 2
BPPMDLJL_04509	CDS	291	rpsF		COG0360	30S ribosomal protein S6
BPPMDLJL_04510	CDS	315				hypothetical protein
BPPMDLJL_04511	CDS	1122	femX_2	2.3.2.10		UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase
BPPMDLJL_04512	CDS	1032		5.1.1.1		Alanine racemase
BPPMDLJL_04513	CDS	1509				hypothetical protein
BPPMDLJL_04514	CDS	2694	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
BPPMDLJL_04515	CDS	684				hypothetical protein
BPPMDLJL_04516	CDS	1083	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
BPPMDLJL_04517	CDS	1263			COG0477	putative MFS-type transporter
BPPMDLJL_04518	CDS	492				hypothetical protein
BPPMDLJL_04519	CDS	1443	cca	2.7.7.72		CCA-adding enzyme
BPPMDLJL_04520	CDS	2418				hypothetical protein
BPPMDLJL_04521	CDS	2268	murJ_1			lipid II flippase MurJ
BPPMDLJL_04522	CDS	1722				hypothetical protein
BPPMDLJL_04523	CDS	714				hypothetical protein
BPPMDLJL_04524	CDS	924				hypothetical protein
BPPMDLJL_04525	CDS	972	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
BPPMDLJL_04526	CDS	333	trxA_2		COG0526	Thioredoxin 1
BPPMDLJL_04527	CDS	618				hypothetical protein
BPPMDLJL_04528	CDS	954	parB		COG1475	putative chromosome-partitioning protein ParB
BPPMDLJL_04529	CDS	1026				Iron-sulfur cluster carrier protein
BPPMDLJL_04530	CDS	717	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
BPPMDLJL_04531	CDS	513				hypothetical protein
BPPMDLJL_04532	CDS	1287	yidC_1			Membrane protein insertase YidC
BPPMDLJL_04533	CDS	354	yidD			Putative membrane protein insertion efficiency factor
BPPMDLJL_04534	CDS	138	rpmH		COG0230	50S ribosomal protein L34
